carne_producida,carneros,corderos,direccion_viento,finura_lana,humedad,lana_producida,localidad,mm_lluvia,muertes,ovejas,pariciones,rinde_lana,temperatura_maxima,temperatura_minima,velocidad_viento,periodo
338,1,176,139,2962,66.7,2030,Gaiman,0.2,29,1336,463,1366,-0.7,3.9,0.3,2018-08-06
54,5,149,161,2062,61.0,1042,Gaiman,0.0,36,1901,475,2236,-4.0,3.5,0.7,2018-08-07
986,3,122,159,1821,61.3,2013,Gaiman,0.0,33,2527,452,1873,0.0,5.4,0.7,2018-08-08
605,4,149,165,1282,63.5,2342,Gaiman,0.0,48,1316,406,1483,1.3,6.4,0.6,2018-08-09
846,3,114,123,1302,60.6,2237,Gaiman,0.0,43,1702,428,1347,-0.2,4.9,0.7,2018-08-10
758,4,121,108,2103,66.4,2705,Gaiman,0.0,20,1340,236,2362,-0.9,3.2,0.7,2018-08-11
260,5,143,149,2021,68.8,2581,Gaiman,0.0,46,1002,408,2352,-1.2,4.3,0.4,2018-08-12
928,2,179,134,2388,56.4,1650,Gaiman,0.2,1,1433,203,1333,1.6,6.7,2.0,2018-08-13
920,4,140,95,1521,49.6,2985,Gaiman,0.0,20,2631,211,1403,4.0,10.1,3.2,2018-08-14
397,1,113,169,2445,55.3,1663,Gaiman,0.0,10,1243,299,2062,3.3,11.3,2.7,2018-08-15
367,1,138,135,2283,48.0,1390,Gaiman,0.0,2,2432,271,2688,9.4,12.6,3.5,2018-08-16
877,1,157,158,2894,48.7,2679,Gaiman,0.0,34,2587,434,2049,1.3,7.7,3.6,2018-08-17
679,5,116,145,1164,46.5,2326,Gaiman,0.0,33,1080,303,1451,0.3,5.2,3.0,2018-08-18
84,4,96,98,2869,49.7,2024,Gaiman,0.0,44,2012,325,1643,1.2,6.5,3.1,2018-08-19
97,1,100,117,1090,53.5,1668,Gaiman,0.0,7,2216,419,1187,-3.4,5.4,1.4,2018-08-20
577,3,99,111,2117,49.7,2066,Gaiman,0.0,47,2955,261,1595,2.3,8.4,1.1,2018-08-21
548,3,122,170,2631,54.4,2199,Gaiman,0.0,32,2501,261,2845,0.3,6.3,0.9,2018-08-22
384,3,105,120,2033,44.1,1946,Gaiman,0.0,41,1735,283,1029,3.1,7.4,2.8,2018-08-23
788,5,109,174,1421,45.9,2334,Gaiman,0.0,30,1759,402,1525,2.8,6.3,2.5,2018-08-24
49,1,143,95,1752,67.6,1617,Gaiman,0.2,29,2205,253,1956,0.2,7.4,1.3,2018-08-25
645,3,123,161,2348,52.7,1439,Gaiman,0.0,9,2519,342,2871,2.4,11.3,2.9,2018-08-26
651,3,90,140,1584,45.9,2792,Gaiman,0.0,25,1563,494,1958,6.4,10.7,3.0,2018-08-27
201,5,169,143,2794,60.3,1823,Gaiman,6.0,21,2490,429,1665,1.2,5.8,2.4,2018-08-28
446,4,92,130,1634,40.9,1034,Gaiman,0.0,32,1604,397,1587,0.3,6.3,2.8,2018-08-29
951,5,148,134,1051,54.8,2781,Gaiman,0.0,7,2405,356,2730,-3.2,3.6,0.6,2018-08-30
765,2,113,176,1533,58.5,1848,Gaiman,0.0,21,2752,332,1865,-2.9,2.9,0.7,2018-08-31
639,1,114,103,1942,66.5,1139,Gaiman,1.4,41,2355,493,2248,-1.2,4.5,1.0,2018-09-01
830,3,154,168,1988,50.4,1080,Gaiman,0.0,42,2849,377,2056,0.9,7.2,2.3,2018-09-02
464,4,95,99,1488,66.1,1924,Gaiman,5.0,21,2461,463,2583,-1.7,5.2,1.2,2018-09-03
828,5,175,110,2989,51.1,2644,Gaiman,1.8,35,2781,480,2104,4.8,8.1,2.0,2018-09-04
797,2,154,173,1539,64.9,2702,Gaiman,0.4,25,1938,415,2974,3.2,5.9,0.2,2018-09-05
399,3,168,137,1107,59.7,2351,Gaiman,0.2,7,1236,222,2714,-0.2,7.5,2.9,2018-09-06
305,2,175,166,2297,47.4,1120,Gaiman,0.0,12,1931,405,1262,1.9,8.4,2.3,2018-09-07
43,3,118,164,1389,55.3,2763,Gaiman,0.0,14,1420,301,2318,0.6,8.7,1.9,2018-09-08
47,2,93,166,1905,63.4,2718,Gaiman,0.0,17,2656,325,1343,0.6,6.5,1.0,2018-09-09
562,4,174,175,2041,61.2,2196,Gaiman,0.0,33,1967,384,2413,1.9,7.7,1.8,2018-09-10
525,2,108,95,2048,46.2,1275,Gaiman,0.0,23,2119,308,2616,5.3,10.1,2.7,2018-09-11
516,1,140,159,2382,45.6,1162,Gaiman,0.0,16,1179,232,1804,7.2,10.9,4.4,2018-09-12
423,3,170,158,2471,46.0,2415,Gaiman,0.0,10,1466,477,2990,10.4,13.4,8.2,2018-09-13
693,3,112,148,2135,39.5,1688,Gaiman,0.0,18,2561,482,1463,10.3,13.2,6.4,2018-09-14
340,2,99,172,2512,40.5,1223,Gaiman,0.0,38,1438,264,2774,4.9,8.9,1.7,2018-09-15
248,2,168,153,2782,60.4,1267,Gaiman,0.0,22,1009,473,2477,4.6,9.9,1.2,2018-09-16
929,1,99,179,2957,50.9,1140,Gaiman,0.0,41,1045,367,1745,6.1,11.5,3.3,2018-09-17
891,3,180,92,1612,59.6,1084,Gaiman,0.0,50,1358,371,1144,2.6,8.1,1.0,2018-09-18
938,3,144,141,1511,58.3,2946,Gaiman,0.0,19,2918,262,1764,1.7,8.0,2.0,2018-09-19
505,4,173,108,1208,74.1,2770,Gaiman,1.4,38,1259,263,1650,3.9,6.5,0.6,2018-09-20
529,3,125,128,2172,77.7,1229,Gaiman,8.6,25,1960,431,1348,1.0,6.1,2.0,2018-09-21
886,5,113,174,1956,84.2,2078,Gaiman,11.0,7,1500,356,1007,1.6,3.7,0.3,2018-09-22
593,5,143,124,2384,70.9,1205,Gaiman,0.0,13,2938,406,1507,1.1,6.2,1.6,2018-09-23
90,4,158,138,2160,58.1,2855,Gaiman,0.0,49,1258,466,2271,-0.7,6.7,1.5,2018-09-24
786,3,147,162,1005,66.4,2298,Gaiman,0.0,26,1325,364,1166,1.5,7.3,1.1,2018-09-25
108,3,105,128,1384,66.0,2724,Gaiman,0.2,35,1071,437,1220,0.3,6.8,1.3,2018-09-26
506,1,96,110,2698,63.6,2832,Gaiman,0.0,19,2328,286,2163,5.1,8.2,1.4,2018-09-27
723,2,176,153,2885,69.6,2607,Gaiman,0.0,19,1850,279,2369,2.2,9.0,1.8,2018-09-28
189,5,145,142,1489,49.3,2241,Gaiman,0.0,31,1343,295,1692,3.7,8.0,2.7,2018-09-29
161,2,94,102,2573,30.3,1597,Gaiman,0.0,27,1973,258,2701,2.4,7.8,1.3,2018-09-30
755,1,96,108,1770,33.7,2584,Gaiman,0.0,34,1132,414,2831,6.8,11.1,2.2,2018-10-01
256,4,103,123,1890,29.8,1435,Gaiman,0.0,30,2609,436,1554,8.6,11.7,2.5,2018-10-02
622,3,172,171,2383,32.1,2519,Gaiman,0.0,18,2140,229,2344,9.7,13.6,3.3,2018-10-03
827,2,169,178,1956,46.7,1835,Gaiman,0.0,22,1692,237,2522,3.2,10.8,1.7,2018-10-04
870,5,123,146,1938,58.1,1026,Gaiman,0.0,16,1710,473,1199,-0.4,7.1,0.7,2018-10-05
463,3,93,154,2351,45.0,2666,Gaiman,0.0,21,1817,472,2917,3.3,11.2,2.2,2018-10-06
78,4,177,140,2287,46.8,1114,Gaiman,0.0,13,1896,450,2348,5.1,10.4,2.2,2018-10-07
705,5,178,135,2546,54.0,2073,Gaiman,0.0,8,1293,371,2727,-0.9,6.3,2.6,2018-10-08
435,3,118,176,1002,41.4,2632,Gaiman,0.0,22,2322,500,2890,1.8,7.9,2.5,2018-10-09
566,1,175,162,1162,43.4,1882,Gaiman,0.0,8,2219,389,1297,3.1,9.7,2.1,2018-10-10
106,1,103,150,2819,48.5,1617,Gaiman,0.0,47,2699,321,1316,-1.2,8.3,2.3,2018-10-11
730,1,162,119,2193,46.4,1581,Gaiman,0.0,7,1957,363,1837,5.3,11.7,3.4,2018-10-12
889,3,124,125,1460,46.9,2557,Gaiman,0.0,29,1703,292,2222,8.4,12.2,3.9,2018-10-13
215,2,154,121,1100,45.5,2662,Gaiman,0.0,15,2405,254,1738,11.2,14.9,4.5,2018-10-14
224,3,158,159,1586,59.6,1540,Gaiman,0.6,1,2232,325,2793,4.4,8.2,3.5,2018-10-15
98,2,155,95,1771,67.7,2755,Gaiman,0.2,16,1638,224,2846,0.4,6.7,1.3,2018-10-16
896,3,127,140,2937,57.0,2049,Gaiman,0.0,11,2762,448,1637,0.4,7.4,1.2,2018-10-17
542,1,175,115,1361,52.0,2709,Gaiman,0.0,15,2640,390,2884,5.7,8.4,0.9,2018-10-18
158,4,179,108,1026,61.0,1118,Gaiman,0.0,22,1266,391,2595,5.9,9.0,0.4,2018-10-19
40,1,106,114,2935,59.1,2128,Gaiman,0.0,33,2418,209,1776,5.0,10.7,1.2,2018-10-20
940,2,106,158,1463,53.3,2668,Gaiman,0.0,39,1630,500,1065,1.6,9.6,1.7,2018-10-21
850,2,150,174,1081,63.1,1844,Gaiman,0.0,45,2865,494,2890,0.7,8.1,1.3,2018-10-22
208,1,134,155,2902,56.6,1700,Gaiman,0.0,34,2573,484,1718,1.1,10.2,0.9,2018-10-23
468,3,145,116,2251,58.7,1672,Gaiman,0.0,8,2472,206,1908,2.8,10.7,1.1,2018-10-24
98,5,121,180,1205,61.9,1273,Gaiman,0.2,28,2421,331,1387,5.2,11.6,0.9,2018-10-25
699,4,138,102,2318,65.0,2056,Gaiman,0.0,11,1527,376,1327,5.9,12.2,1.6,2018-10-26
950,3,93,141,1572,47.0,2536,Gaiman,0.0,17,1233,249,1377,9.8,14.8,3.2,2018-10-27
473,2,158,161,1548,63.2,2513,Gaiman,0.0,11,1442,426,1273,4.7,12.4,0.9,2018-10-28
500,4,99,180,1433,42.9,2412,Gaiman,0.0,48,1342,270,2158,10.6,15.0,2.2,2018-10-29
619,1,111,109,2251,41.0,1926,Gaiman,0.0,5,1332,482,2932,4.2,10.7,2.3,2018-10-30
696,4,111,119,2495,47.7,2732,Gaiman,0.0,32,1120,281,2835,-0.1,8.1,0.9,2018-10-31
767,2,173,148,1342,44.4,1303,Gaiman,0.0,5,2161,284,1315,2.9,10.8,1.4,2018-11-01
128,1,171,96,2253,53.3,1572,Gaiman,0.0,15,1933,386,2926,1.2,10.2,1.5,2018-11-02
176,2,134,94,2577,51.8,2178,Gaiman,0.0,4,2046,297,2748,8.7,13.3,2.7,2018-11-03
978,2,174,107,1872,62.5,2376,Gaiman,7.2,1,2187,407,1257,5.5,9.2,2.8,2018-11-04
22,4,105,145,1081,44.5,1684,Gaiman,0.0,46,1193,438,1182,6.1,9.6,4.0,2018-11-05
883,2,153,124,1516,42.4,1483,Gaiman,0.0,26,1513,428,2354,2.4,9.8,2.9,2018-11-06
108,5,147,178,1705,57.2,1324,Gaiman,0.0,22,1144,453,1825,2.6,11.8,2.3,2018-11-07
83,4,95,169,2096,53.7,1044,Gaiman,0.0,46,1870,286,1566,9.1,14.8,4.0,2018-11-08
642,1,148,140,1896,52.2,2320,Gaiman,0.0,27,2284,254,1821,3.2,13.0,1.9,2018-11-09
305,4,171,115,2510,64.1,2758,Gaiman,0.0,12,2124,421,1986,7.7,11.3,0.5,2018-11-10
948,4,97,103,1341,61.0,1215,Gaiman,0.0,11,1262,333,2207,6.4,14.4,1.7,2018-11-11
876,4,156,179,2073,47.1,2909,Gaiman,0.0,42,1582,433,1856,6.1,16.1,3.2,2018-11-12
126,2,108,158,1681,45.6,1839,Gaiman,0.0,34,2816,276,2584,11.4,14.9,4.4,2018-11-13
287,1,117,106,2506,43.0,2179,Gaiman,0.0,30,2786,338,1117,5.7,13.1,4.3,2018-11-14
898,4,180,126,2637,39.5,2898,Gaiman,0.0,40,1443,439,1000,4.7,10.0,4.0,2018-11-15
853,4,171,147,1312,41.7,2506,Gaiman,0.0,12,1290,229,2277,8.7,11.9,4.2,2018-11-16
787,3,124,172,1012,46.0,2794,Gaiman,0.0,27,2024,264,2299,7.9,13.4,3.3,2018-11-17
378,1,125,100,1632,35.8,1429,Gaiman,0.0,50,1527,204,1330,11.2,16.0,4.9,2018-11-18
278,5,121,121,2455,51.8,2277,Gaiman,0.0,24,2110,416,2920,8.6,14.9,4.1,2018-11-19
239,2,169,165,1198,50.6,1741,Gaiman,0.0,9,1231,311,2091,8.7,13.2,3.5,2018-11-20
379,1,107,104,2457,71.2,1501,Gaiman,10.2,21,2132,315,1299,6.4,8.7,1.0,2018-11-21
924,4,176,153,2763,44.7,2048,Gaiman,0.0,20,1118,276,1434,7.4,11.9,3.6,2018-11-22
974,3,135,92,1895,46.0,1453,Gaiman,0.0,28,1406,231,2002,9.4,13.4,3.3,2018-11-23
751,4,113,170,1416,50.5,1004,Gaiman,0.0,49,1523,272,2689,9.6,13.1,4.0,2018-11-24
710,3,149,140,2227,44.6,2214,Gaiman,0.0,25,1110,435,1292,9.4,14.3,3.9,2018-11-25
41,4,153,94,2655,49.1,2498,Gaiman,0.0,37,2468,237,1896,8.6,14.9,2.8,2018-11-26
861,5,134,129,2033,61.8,2642,Gaiman,0.0,37,2448,364,1207,4.6,13.5,1.2,2018-11-27
423,1,117,151,1349,53.3,1889,Gaiman,0.0,11,1896,462,1590,5.3,15.2,2.3,2018-11-28
681,3,113,109,2470,51.3,1300,Gaiman,0.0,30,1897,430,1324,11.0,15.4,2.9,2018-11-29
453,4,141,103,1617,36.2,2737,Gaiman,0.0,21,2451,311,2687,6.3,12.3,3.2,2018-11-30
922,2,93,162,1976,48.2,1418,Gaiman,0.0,41,2165,254,1095,1.3,12.5,1.8,2018-12-01
580,1,143,180,2382,43.2,2166,Gaiman,0.0,9,1721,435,2701,6.8,15.1,3.0,2018-12-02
476,4,134,177,2212,46.1,2012,Gaiman,0.0,13,1790,447,2641,14.2,18.7,4.2,2018-12-03
577,1,140,96,1636,42.7,2047,Gaiman,0.0,39,1614,291,1913,10.7,16.0,1.6,2018-12-04
415,2,112,147,1887,42.9,2597,Gaiman,0.0,19,2717,424,2298,8.1,14.5,1.5,2018-12-05
481,1,91,142,2228,49.4,1976,Gaiman,0.0,24,2500,463,1380,10.8,18.9,1.8,2018-12-06
558,1,141,149,2509,51.3,1845,Gaiman,0.0,22,2807,463,1471,11.0,20.8,1.6,2018-12-07
241,1,159,107,2170,42.8,2608,Gaiman,0.0,18,1658,464,1698,9.7,19.0,3.2,2018-12-08
71,1,106,121,1120,37.8,1149,Gaiman,0.0,38,2844,287,1140,14.5,18.3,3.6,2018-12-09
648,2,116,120,2787,53.4,2758,Gaiman,0.0,16,2230,202,2181,9.7,15.2,2.8,2018-12-10
142,2,127,108,1557,44.4,1980,Gaiman,0.0,13,1798,323,1970,10.3,14.6,4.2,2018-12-11
627,1,90,164,2431,45.3,1794,Gaiman,0.0,12,2597,397,1149,9.6,14.2,3.5,2018-12-12
59,4,92,93,1321,54.8,1726,Gaiman,0.0,29,1251,398,2405,6.9,14.2,2.2,2018-12-13
36,4,168,125,2595,44.9,1253,Gaiman,0.0,19,2519,202,1408,9.1,13.4,5.0,2018-12-14
199,3,176,105,1526,44.5,2976,Gaiman,0.0,20,1772,282,2144,12.2,17.3,6.5,2018-12-15
700,2,144,129,1146,35.7,2516,Gaiman,0.0,32,1401,204,2997,11.8,15.6,4.0,2018-12-16
970,3,92,109,1601,38.3,1710,Gaiman,0.0,39,2157,410,2145,8.8,14.4,4.8,2018-12-17
875,1,144,129,1622,53.4,2674,Gaiman,0.0,32,1748,399,1339,11.3,14.0,4.9,2018-12-18
356,4,163,175,2123,62.4,1960,Gaiman,0.2,40,1090,332,2947,10.2,15.0,1.3,2018-12-19
892,2,112,114,2343,54.9,1056,Gaiman,0.0,48,1867,457,1163,7.2,16.9,2.7,2018-12-20
541,5,99,113,2845,41.9,1748,Gaiman,0.0,22,2735,227,2163,13.4,18.3,4.6,2018-12-21
550,2,127,100,2232,47.6,2172,Gaiman,0.0,29,1523,369,2163,13.9,16.7,4.7,2018-12-22
17,4,167,180,2845,50.9,1326,Gaiman,0.0,17,1952,432,2905,12.7,16.9,3.6,2018-12-23
548,2,109,161,2119,46.9,2392,Gaiman,0.0,38,1875,265,2521,12.1,18.2,3.3,2018-12-24
51,2,136,123,2915,36.5,1982,Gaiman,0.0,37,1999,267,2040,9.8,15.4,3.1,2018-12-25
357,3,166,135,2336,49.9,2139,Gaiman,0.0,34,1989,262,2240,6.5,15.7,2.2,2018-12-26
370,2,134,116,1358,40.4,1966,Gaiman,0.0,47,1388,372,2185,12.2,16.0,4.8,2018-12-27
79,3,115,138,1014,50.5,2117,Gaiman,0.0,45,1583,445,1493,9.1,14.7,3.5,2018-12-28
466,2,144,135,2107,48.8,1248,Gaiman,0.0,42,1681,216,1340,9.9,13.3,4.5,2018-12-29
45,4,98,154,1857,47.0,2749,Gaiman,0.0,33,1225,429,1871,9.8,15.1,4.3,2018-12-30
466,2,176,139,2672,45.9,2922,Gaiman,0.0,27,2278,269,1748,9.1,15.0,4.4,2018-12-31
335,1,114,94,2546,38.5,1728,Gaiman,0.0,40,2296,356,1270,7.4,11.6,3.2,2019-01-01
129,2,105,170,2125,46.7,2984,Gaiman,0.0,45,2351,481,1446,1.7,11.2,3.5,2019-01-02
528,2,147,118,1616,40.9,1646,Gaiman,0.0,4,2506,458,1913,8.4,17.1,4.3,2019-01-03
337,4,93,132,2343,41.9,1397,Gaiman,0.0,11,1224,445,1669,14.3,18.1,4.1,2019-01-04
220,3,105,180,2970,40.8,2275,Gaiman,0.0,26,1877,484,1871,10.8,15.6,4.5,2019-01-05
182,4,91,136,1563,36.2,1783,Gaiman,0.0,22,1593,360,1445,8.8,13.3,4.3,2019-01-06
853,2,142,136,2539,55.0,1619,Gaiman,0.0,20,2546,272,2581,6.3,11.0,3.5,2019-01-07
157,5,115,112,2285,48.5,2247,Gaiman,0.0,39,1452,439,1984,5.2,10.0,2.7,2019-01-08
69,4,112,159,1522,55.5,1023,Gaiman,1.2,30,2018,360,2749,4.7,11.3,1.9,2019-01-09
774,2,121,93,2799,36.9,1960,Gaiman,0.0,35,1840,343,2657,8.2,13.8,3.7,2019-01-10
2,3,153,161,1148,48.5,2699,Gaiman,0.0,5,2176,342,2871,12.2,16.0,4.3,2019-01-11
901,3,102,113,2818,33.5,1738,Gaiman,0.0,22,1475,227,1711,9.6,14.1,4.5,2019-01-12
618,1,98,103,1953,38.9,2777,Gaiman,0.0,6,1104,449,1050,4.0,16.1,1.8,2019-01-13
31,3,109,169,1610,44.6,2328,Gaiman,0.0,43,2605,333,2849,2.9,15.3,1.9,2019-01-14
391,2,139,149,1724,39.9,2126,Gaiman,0.0,39,1039,450,1177,12.2,16.4,4.1,2019-01-15
572,5,97,161,2530,41.4,1385,Gaiman,0.0,16,1729,419,1532,9.9,15.2,3.1,2019-01-16
389,2,159,176,1860,38.9,1807,Gaiman,0.0,19,1096,464,1392,11.1,17.5,3.4,2019-01-17
728,5,132,121,2690,47.9,1280,Gaiman,0.0,38,2366,206,1184,5.9,17.7,1.9,2019-01-18
340,5,90,113,2973,40.1,2210,Gaiman,0.0,21,2911,304,1012,15.4,20.9,3.4,2019-01-19
905,4,99,165,2528,50.1,1703,Gaiman,0.0,31,1301,267,1975,11.9,17.5,2.8,2019-01-20
812,1,115,142,2789,45.4,1469,Gaiman,0.0,8,2933,371,2643,8.9,13.1,3.4,2019-01-21
110,2,107,129,1681,37.4,1033,Gaiman,0.0,44,2375,337,1064,10.2,13.4,5.0,2019-01-22
660,3,117,171,1338,47.5,1458,Gaiman,0.0,42,1188,395,1016,6.2,14.5,3.8,2019-01-23
739,1,97,110,1029,44.3,2326,Gaiman,0.0,5,2127,217,2548,11.1,16.6,5.9,2019-01-24
242,1,149,170,2149,47.6,1880,Gaiman,0.0,27,2225,468,1473,9.4,12.5,4.1,2019-01-25
718,3,168,160,1053,41.6,2932,Gaiman,0.0,33,1560,354,2501,7.9,13.5,3.8,2019-01-26
565,4,164,128,1770,43.0,1456,Gaiman,0.0,19,1441,480,1513,11.1,15.8,4.2,2019-01-27
810,1,110,150,2224,38.1,2605,Gaiman,0.0,3,2966,413,1909,12.8,17.8,5.0,2019-01-28
582,4,120,146,2729,37.8,1952,Gaiman,0.0,3,2944,326,1517,11.1,13.8,4.4,2019-01-29
254,4,147,154,1705,39.0,1363,Gaiman,0.0,49,2346,364,2956,9.8,13.3,3.8,2019-01-30
78,3,164,117,2814,41.8,1796,Gaiman,0.0,50,1234,300,2717,10.8,14.9,4.4,2019-01-31
613,4,123,144,1925,46.2,1799,Gaiman,0.0,48,2356,210,1909,11.3,16.2,3.8,2019-02-01
833,5,163,114,2497,65.5,2506,Gaiman,0.0,13,2257,407,1827,7.4,15.8,1.2,2019-02-02
21,2,108,152,1606,63.8,2295,Gaiman,0.0,23,2937,454,2826,9.3,18.5,0.6,2019-02-03
46,4,132,175,2894,54.7,2657,Gaiman,0.0,38,1950,408,2844,11.3,20.7,0.4,2019-02-04
426,2,121,147,2247,53.7,1333,Gaiman,0.0,1,1668,469,2157,11.8,20.0,1.6,2019-02-05
390,1,153,167,2540,39.8,2307,Gaiman,0.0,27,2579,487,2698,11.0,15.9,3.5,2019-02-06
543,4,177,178,2588,43.6,2706,Gaiman,0.0,10,1745,295,2690,8.6,14.4,3.6,2019-02-07
657,1,161,150,1728,40.6,2905,Gaiman,0.0,10,1412,426,1551,12.2,16.4,6.3,2019-02-08
294,5,93,164,1029,32.9,2801,Gaiman,0.0,27,2301,229,2236,11.3,15.5,6.5,2019-02-09
254,1,171,93,1038,39.7,2899,Gaiman,0.0,14,1790,416,2252,3.9,12.4,2.4,2019-02-10
799,4,121,161,1871,50.7,1129,Gaiman,0.0,23,2393,322,1037,3.4,12.8,1.6,2019-02-11
260,2,160,174,2081,42.1,1202,Gaiman,0.0,7,1533,495,1323,4.6,17.3,2.1,2019-02-12
477,3,135,135,2898,47.0,1832,Gaiman,0.0,22,2595,294,2634,9.1,18.3,2.2,2019-02-13
497,1,152,124,2002,51.0,2203,Gaiman,0.0,6,1788,445,2595,17.1,20.2,5.0,2019-02-14
98,4,110,114,2758,51.7,2136,Gaiman,0.0,35,1660,466,1251,13.8,21.5,3.4,2019-02-15
104,1,108,101,2063,48.8,1563,Gaiman,0.0,45,1890,273,2002,15.7,20.4,4.3,2019-02-16
665,4,161,158,2462,55.0,1136,Gaiman,0.0,20,2336,203,2341,16.6,18.9,4.3,2019-02-17
30,5,154,145,1186,40.6,1624,Gaiman,0.0,32,1871,295,1631,11.9,16.3,3.1,2019-02-18
937,5,159,130,2290,43.9,2768,Gaiman,0.0,39,2708,262,1738,10.8,13.6,4.4,2019-02-19
302,5,169,105,1041,40.7,1407,Gaiman,0.0,9,1299,277,2368,7.9,11.4,3.8,2019-02-20
431,5,122,142,2062,49.4,1262,Gaiman,0.0,26,1193,264,1233,-0.2,8.7,1.9,2019-02-21
601,3,98,110,1666,47.0,1009,Gaiman,0.0,25,2618,258,1217,1.3,9.9,2.9,2019-02-22
357,2,144,175,2889,45.6,2924,Gaiman,0.0,22,2718,394,1864,5.4,11.6,2.8,2019-02-23
378,5,173,98,2439,66.1,2775,Gaiman,0.0,43,1347,220,2693,1.7,7.4,1.0,2019-02-24
901,3,138,138,2366,60.8,2635,Gaiman,0.2,3,1766,401,2074,-0.5,10.3,1.7,2019-02-25
21,5,130,160,1897,60.4,1689,Gaiman,0.0,27,2192,450,1117,5.7,14.5,1.1,2019-02-26
623,1,160,93,1233,67.5,2388,Gaiman,0.0,40,1522,269,2370,4.6,13.1,0.6,2019-02-27
836,3,178,165,2722,59.2,1017,Gaiman,0.0,46,1988,214,1798,7.6,15.0,1.7,2019-02-28
212,3,94,176,1201,55.9,2532,Gaiman,0.0,22,1466,393,2571,11.0,16.7,2.1,2019-03-01
234,1,111,171,1004,55.0,1968,Gaiman,0.0,9,2261,458,2281,12.9,14.9,2.4,2019-03-02
416,1,161,150,2838,47.2,2463,Gaiman,0.0,28,2432,323,1933,7.3,12.7,2.8,2019-03-03
306,1,126,125,2981,43.6,1420,Gaiman,0.0,36,2620,358,2931,8.9,12.5,3.7,2019-03-04
954,4,151,175,1716,53.1,1886,Gaiman,0.2,50,2311,251,2129,10.3,13.9,3.5,2019-03-05
997,2,151,160,1992,67.9,2832,Gaiman,11.0,30,2177,277,2437,9.7,13.6,2.5,2019-03-06
212,5,90,111,2378,52.0,2346,Gaiman,0.0,9,2256,391,1407,4.8,11.1,2.2,2019-03-07
263,1,159,137,1362,58.2,1869,Gaiman,0.0,46,2686,220,2551,1.5,11.8,1.0,2019-03-08
782,1,99,158,2069,68.6,1526,Gaiman,0.0,42,2527,401,2452,4.4,12.5,0.7,2019-03-09
361,2,149,135,2049,66.8,2477,Gaiman,0.0,17,1325,277,1924,4.6,13.0,0.8,2019-03-10
964,4,96,99,1321,61.9,1320,Gaiman,0.0,2,2061,254,1370,6.3,13.8,0.5,2019-03-11
892,1,106,125,2432,69.8,2887,Gaiman,0.0,45,2172,207,2606,6.1,11.6,0.4,2019-03-12
923,4,110,101,2481,66.5,1886,Gaiman,0.2,3,1441,329,1331,5.4,11.7,0.9,2019-03-13
23,2,169,93,1750,70.0,2953,Gaiman,0.0,14,1270,273,2424,5.8,12.6,0.8,2019-03-14
688,3,131,117,1451,74.6,2653,Gaiman,0.0,46,1870,254,1693,7.6,12.9,0.7,2019-03-15
145,5,130,105,1960,68.1,2471,Gaiman,0.2,46,1584,427,2950,5.4,14.0,1.2,2019-03-16
759,5,130,95,1493,47.5,2587,Gaiman,0.6,39,2169,467,2487,7.2,15.3,4.9,2019-03-17
206,3,173,143,1587,47.4,2256,Gaiman,0.0,50,2903,266,2602,4.8,10.7,2.2,2019-03-18
392,3,149,158,1573,56.9,2788,Gaiman,0.0,26,2596,402,2620,1.7,9.8,2.0,2019-03-19
898,3,132,165,1225,68.5,1984,Gaiman,0.0,49,1816,487,1599,1.2,8.7,0.6,2019-03-20
574,4,127,132,2745,64.6,1778,Gaiman,0.0,13,2265,295,1417,3.5,12.0,1.2,2019-03-21
398,2,134,96,2780,79.9,1808,Gaiman,0.8,25,2470,499,2859,6.8,11.3,0.2,2019-03-22
926,3,151,101,2862,63.1,2165,Gaiman,0.0,12,1195,360,2840,6.6,13.0,1.6,2019-03-23
743,3,94,107,1825,62.0,1132,Gaiman,0.0,12,2828,297,2460,6.6,12.8,1.2,2019-03-24
555,3,106,92,1823,73.0,1327,Gaiman,0.0,48,2376,322,2523,2.7,9.6,0.6,2019-03-25
550,3,115,173,1149,75.5,1724,Gaiman,0.0,48,2987,382,1043,2.8,9.1,0.5,2019-03-26
935,3,114,178,2501,73.8,2515,Gaiman,0.2,29,2133,447,2922,1.3,9.5,0.7,2019-03-27
585,1,120,98,2931,64.5,1039,Gaiman,0.0,18,1470,212,2311,4.6,12.9,0.9,2019-03-28
562,2,102,147,2463,48.0,2612,Gaiman,0.0,10,2387,237,2626,14.4,16.6,4.8,2019-03-29
714,4,111,157,2545,50.0,1435,Gaiman,0.0,16,1925,327,1981,9.7,14.6,3.1,2019-03-30
300,5,99,98,1973,56.8,1225,Gaiman,0.0,28,1247,241,2233,1.9,12.5,2.2,2019-03-31
30,2,132,128,1520,62.6,2411,Gaiman,1.2,4,1509,272,2072,13.0,15.0,2.6,2019-04-01
423,4,177,144,1378,39.9,1522,Gaiman,0.0,48,1058,242,2386,14.1,16.4,5.9,2019-04-02
656,2,157,160,2784,38.0,2995,Gaiman,0.0,26,2409,265,1855,9.8,15.1,6.0,2019-04-03
349,3,97,173,2124,46.9,2701,Gaiman,0.0,48,2603,278,2268,8.1,12.0,4.4,2019-04-04
997,2,160,108,1332,48.9,1954,Gaiman,0.0,1,1974,318,2263,7.1,14.1,4.9,2019-04-05
